list_price,description.year_built,description.baths_full,description.lot_sqft,description.sqft,description.baths,description.garage,description.stories,description.beds,location.address.coordinate.lon,location.address.coordinate.lat,city_mean_price,state_mean_price
2.778383034635211,-1.9487445055350747,2.374511274011903,-0.02968999427976813,3.6177740547222794,3.4175524594729723,0.8440509332413529,0.5460190666141957,3.86323626401325,0.006553025363857076,1.0137229973775237,0.11007203323370626,0.11894779896937184
-0.08608552206052045,0.19330420208198276,0.2976827297602946,-0.03161516009103386,0.20702497852111634,-0.12481135668025244,-0.0034034311824248527,-0.7847789117862657,-0.14948917886253638,1.1518695889541986,0.6861548868247371,0.7122928122945892,0.71195726468792
-0.5515616625235767,-1.559281104150155,0.2976827297602946,-0.03297408537064034,-0.2344096467592079,-0.12481135668025244,-0.8508577956062027,,1.4556009982877782,1.0050186026163617,0.9081079745434951,-0.6643275572891215,-0.6220407772322534
-0.004726658193259744,1.5564261069292011,0.2976827297602946,-0.025839402675358038,-0.1684907178163407,-0.12481135668025244,0.8440509332413529,0.5460190666141957,-0.14948917886253638,0.8887903563743127,0.0015802440500368629,-0.38075861479317824,-0.3944787454220716
-0.5048151270497229,-0.19615919930293677,-0.7407315423655094,-0.03127536377566258,-0.6810289069002071,-1.0104023107185587,-0.0034034311824248527,-0.7847789117862657,-0.14948917886253638,0.22196960373127472,0.17271524431600616,-1.0862013668382953,-0.7095008348530984
-0.28301773533335195,-0.36307208561075943,-0.7407315423655094,-0.030142882712344075,-0.5180832398504229,-1.0104023107185587,0.8440509332413529,,-0.9520342674376936,1.0008731085077611,0.9125108578495019,-0.6643275572891215,-0.6220407772322534
-0.42624116316813854,-1.781831619227252,-0.7407315423655094,-0.03247128041736715,0.10333228130761736,-0.12481135668025244,-0.8508577956062027,1.8768170450146573,0.6530559097126208,0.944104659863424,0.264477229317965,-0.8373390488313319,-0.6105759586636583
-0.48213808430921495,-0.6690790438417676,1.3360970018860987,-0.029350197964396852,-0.1851556155827959,0.7607795973580538,-0.8508577956062027,-0.7847789117862657,1.4556009982877782,0.31363523907489776,0.9114150858388311,-1.0183272609509577,-1.0546132980933598
0.13451834109056052,1.4173320350060157,0.2976827297602946,-0.03218140062269311,0.24257676042288742,1.64637055139636,0.8440509332413529,0.5460190666141957,-0.14948917886253638,-0.0029698707301313272,1.0100569667024142,0.2849153190700051,0.11894779896937184
-0.34468337787332953,-2.6720336795356396,0.2976827297602946,-0.03297408537064034,0.09148168734036033,0.7607795973580538,-0.8508577956062027,,0.6530559097126208,1.0055106128529543,0.9027452814301848,-0.6643275572891215,-0.6220407772322534
0.43290048241303253,-0.7247166726110419,-1.7791458144913135,-0.02968999427976813,-0.8565658300402018,-1.0104023107185587,-0.8508577956062027,-0.7847789117862657,-1.7545793560128509,-2.135411784969506,2.0611284076797234,0.219488283552302,0.22723745468611062
-0.5436048054216441,,0.2976827297602946,-0.030369326928632052,-0.39439266531717776,-0.12481135668025244,0.8440509332413529,,-0.14948917886253638,0.49518688876502326,-0.1943509281712046,-1.156120657949865,-1.572466370113167
-0.293162728138316,0.8053181185439992,0.2976827297602946,-0.03218140062269311,-0.47882814733388407,0.7607795973580538,-0.8508577956062027,0.5460190666141957,-0.9520342674376936,0.7001902819927804,-0.8788159156056417,0.9425956678920642,0.9757139274620775
0.8209961875597944,1.500788478159927,0.2976827297602946,-0.02731168005404782,0.5877253097192483,0.7607795973580538,1.6915052976651308,-0.7847789117862657,0.6530559097126208,0.33775924559434084,-2.246737634364859,-0.46937050478042536,-0.4862269371040271
-0.3426941635978464,-1.559281104150155,0.2976827297602946,-0.03289479089765775,-0.3840233955958279,-0.12481135668025244,-0.8508577956062027,1.8768170450146573,0.6530559097126208,0.9424359979898188,0.2669162141308778,-0.8373390488313319,-0.6105759586636583
5.366350807038785,1.4173320350060157,0.2976827297602946,-0.03264572825792884,0.5129184353009383,0.7607795973580538,1.6915052976651308,0.5460190666141957,-0.9520342674376936,0.32764186637568227,-1.4038071361208453,0.7157656891237067,0.8158681964926071
-0.6213830835930352,-0.36307208561075943,-0.7407315423655094,-0.02538651424278209,0.005564881077746886,-1.0104023107185587,-0.8508577956062027,-0.7847789117862657,-0.9520342674376936,0.3100566637773622,0.9349922863156316,-1.0183272609509577,-1.0546132980933598
0.23417797629226617,0.749680489774725,-0.7407315423655094,-0.03162399947490733,-0.16182475870975863,-0.12481135668025244,0.8440509332413529,-0.7847789117862657,-0.14948917886253638,-2.128675755832288,2.053229837148802,0.219488283552302,0.22723745468611062
-0.5418145125737094,-1.1976365171498726,-0.7407315423655094,-0.03274764115435236,-0.3232891015136356,-1.0104023107185587,-0.8508577956062027,0.5460190666141957,-0.14948917886253638,0.8079726183661617,0.2795862245152494,-0.7461016178010568,-0.7727525851342384
1.0895401147500192,0.22112301646661986,0.2976827297602946,-0.03127562375754121,-0.35958154553836025,-0.12481135668025244,-0.8508577956062027,0.5460190666141957,-0.9520342674376936,0.8311149652448342,-0.054123887412298545,1.135170326743188,1.1751045139387106
-0.3428930850253947,0.9165933760825477,0.2976827297602946,-0.03229475272177641,-0.18182263602950485,-0.12481135668025244,0.8440509332413529,-0.7847789117862657,-0.9520342674376936,0.806880701470972,0.29973233283693584,-0.7461016178010568,-0.7727525851342384
-0.004726658193259744,-1.8374692479965262,0.2976827297602946,-0.03161516009103386,-0.16552806932452643,-0.12481135668025244,3.3864140265126865,,-0.14948917886253638,1.14743230872033,1.0460278252690007,0.07125601874075621,0.07353435357049912
0.6916972596533899,0.5549487890822652,1.3360970018860987,-0.031318520767515394,0.6840113857032116,0.7607795973580538,0.8440509332413529,-0.7847789117862657,-0.14948917886253638,-1.436169146511421,-1.460159301993104,0.7266215691454677,0.6640453108116313
