list_price,description.year_built,description.lot_sqft,description.sqft,description.baths,description.garage,description.stories,location.address.coordinate.lon,location.address.coordinate.lat,city_mean_price,state_mean_price,total_rooms
2.778383034635211,-1.9487445055350747,0.5076060209169376,3.0412636376173015,3.4175524594729723,0.8440509332413529,0.5460190666141957,0.006553025363857076,1.0137229973775237,0.37369113737306686,0.11894779896937184,3.6672358275331254
-0.08608552206052045,0.19330420208198276,-0.2024531028606196,0.5604278855432054,-0.12481135668025244,-0.0034034311824248527,-0.7847789117862657,1.1518695889541986,0.6861548868247371,0.8450893279834,0.71195726468792,0.05185571023095501
-0.5515616625235767,-1.559281104150155,-1.710198611333409,-0.1417264282426029,-0.12481135668025244,-0.8508577956062027,,1.0050186026163617,0.9081079745434951,-0.5407342609482394,-0.6220407772322534,1.0848214580315751
-0.004726658193259744,1.5564261069292011,1.1860982963633349,-0.021335264419390636,-0.12481135668025244,0.8440509332413529,0.5460190666141957,0.8887903563743127,0.0015802440500368629,-0.1447496291251321,-0.3944787454220716,0.05185571023095501
-0.5048151270497229,-0.19615919930293677,-0.03157033657820386,-1.2017897566997053,-1.0104023107185587,-0.0034034311824248527,-0.7847789117862657,0.22196960373127472,0.17271524431600616,-1.393877418514356,-0.7095008348530984,-0.464627163669355
-0.28301773533335195,-0.36307208561075943,0.38249076041544794,-0.7529432014682138,-1.0104023107185587,0.8440509332413529,,1.0008731085077611,0.9125108578495019,-0.5407342609482394,-0.6220407772322534,-0.9811100375696651
-0.42624116316813854,-1.781831619227252,-0.859455666643647,0.41472364544249446,-0.12481135668025244,-0.8508577956062027,1.8768170450146573,0.944104659863424,0.264477229317965,-0.8393271810769857,-0.6105759586636583,0.05185571023095501
-0.48213808430921495,-0.6690790438417676,0.5916036282129984,-0.05114652222427495,0.7607795973580538,-0.8508577956062027,-0.7847789117862657,0.31363523907489776,0.9114150858388311,-1.2232180120133653,-1.0546132980933598,1.6013043319318851
0.13451834109056052,1.4173320350060157,-0.5824077642588975,0.6082145554075334,1.64637055139636,0.8440509332413529,0.5460190666141957,-0.0029698707301313272,1.0100569667024142,0.524975685567373,0.11894779896937184,0.05185571023095501
-0.34468337787332953,-2.6720336795356396,-1.710198611333409,0.39743161443168173,0.7607795973580538,-0.8508577956062027,,1.0055106128529543,0.9027452814301848,-0.5407342609482394,-0.6220407772322534,0.568338584131265
